Original File name/description,File name,,Used images (as of 2/26),Unused images (as of 2/26)
0233-1830s-60s chinline beard www.pinterest.com 1844.jpg,0233_image.jpg,,0329_image.jpg,
"0234-1830s-60s women's hair, plaits and swags.jpg",0234_image.jpg,,0330_image.jpg,
"0235-1830s-60s woven longjohns simplified belonging to Henry Augustus Thompson of Charlestown, MA, .jpg",0235_image.jpg,,0331_image.jpg,
0236-1830s-70s Short gown of a working woman. front-back.jpg,0236_image.jpg,,0332_image.jpg,
0237-1830s-on A mill-girl of America wears a long apron tied in back .jpg,0237_image.jpg,,0333_image.jpg,
"0238-1831 The Royal Lady's Magazine, February .jpg",0238_image.jpg,,0335_image.jpg,
"0239-1831 women dress, hair, hat, by Charles Pellegrini, Wekimedia Commons.jpg",0239_image.jpg,,0337_image.jpg,
"0240-1832 family of fashion, Clairmont Colleges Digital Library .jpg",0240_image.jpg,,0338_image.jpg,
"0241-1832 men young artist clothing on Christen Kobke, Google Art Project, public domain.jpg",0241_image.jpg,,0339_image.jpg,
"0242-1832, portrait of fasionable man.jpg",0242_image.jpg,,0340_image.jpg,
"0243-1834 girl, public domain, Yorck Project.jpg",0243_image.jpg,,0341_image.jpg,
"0244-1834 Men trouser styles, still front-fall, digitalcollections.nypl.org",0244_image.jpg,,0342_image.jpg,
"0245-1834 men waistcoat, collar, hair.jpg",0245_image.jpg,,0343_image.jpg,
"0246-1834 Woman & child, German modest hair, public domain, by Wilhelm Bauer.jpg",0246_image.jpg,,0344_image.jpg,
"0247-1834- Infant or toddler boy's dress for Joseph Smith III, Lynde M. Mott.jpg",0247_image.jpg,,0345_image.jpg,
"0248-1835 Corset, the MET Museum.jpg",0248_image.jpg,,0346_image.jpg,
"0249-1835 Family of Joseph August Eltz, Austria, Public Domain .jpg",0249_image.jpg,,0347_image.jpg,
"0250-1835 quilted silk hood drawn from a photo of costumes in booklet, The Garb of Country New Englanders, by Catherine Fennely.jpg",0250_image.jpg,,0348_image.jpg,
0251-1835 Women high fashion all years.jpg,0251_image.jpg,,0349_image.jpg,
0252-1836 children of Josef Kriehuber. public domain.jpg,0252_image.jpg,,0350_image.jpg,
"0253-1836 Joseph Smith organizes the Church, by Robert Barrett.jpg",0253_image.jpg,,0351_image.jpg,
0254-1836 men Christian A. Jensen clothing and hair. public domain.jpg,0254_image.jpg,,0352_image.jpg,
0255-1836 Nicholas Brown Jr.jpg,0255_image.jpg,,0353_image.jpg,
"0256-1836 women, high fashion bodices and hair.jpg",0256_image.jpg,,0354_image.jpg,
0257-1836-1839 WOMEN fullness lower sleeves.jpg,0257_image.jpg,,0355_image.jpg,
"0258-1837 George Cruikshank, Oliver Twist , British Library, in Nadel and Schwarzbach's Victorian Artists and the City.jpg",0258_image.jpg,,0356_image.jpg,
"0259-1837 men, high fashion plate, exaggrated detail.jpg",0259_image.jpg,,0357_image.jpg,
"0260-1837 women best dress fashion plate, public domain.jpg",0260_image.jpg,,0358_image.jpg,
"0261-1837, family, Father with children, Public Domain, Yorck Project.jpg",0261_image.jpg,,0359_image.jpg,
"0262-1838 Day cap, fancy but flat on top for bonnet.jpg",0262_image.jpg,,0360_image.jpg,
"0263-1838 Day dress made of sheer barege, CALICO CHRONICLE p 32.jpg",0263_image.jpg,,0361_image.jpg,
"0264-1838 Elegnt men's mustaches and beards with various coats and cravatts, Continental , 1838-50s, ''Ladies' Little Courier''.jpg",0264_image.jpg,,0362_image.jpg,
"0265-1838 men, Jacques-Laurent Agasse, zookeeper with cub, note hat and vest.jpg",0265_image.jpg,,0363_image.jpg,
0266-1838 Patriarch John Smith artist unknown oil on canvas MCHA.jpg,0266_image.jpg,,0364_image.jpg,
"0267-1838 Shawl on a young Quilter detail by Lynde Madsen Mott, Met Museum reproduction, late 1830s on Missouri chair.jpg",0267_image.jpg,,0366_image.jpg,
"0268-1838 women hat, dress, shawl public domain.jpg",0268_image.jpg,,0368_image.jpg,
"0269-1838, men, fine gentleman Henry Inman, artrenewal.org",0269_image.jpg,,0369_image.jpg,
"0270-1838, Young girl's frock with matching pantaloons, from World of Fashion Dec. 1838.jpg",0270_image.jpg,,0370_image.jpg,
"0271-1839 Girl in yellow dress with wooden doll, by John Brewster, Conn., American Heritage April 1960.jpg",0271_image.jpg,,0371_image.jpg,
"0272-1839 Girl's pelisse, The Contrast, color image.jpg",0272_image.jpg,,0372_image.jpg,
"0273-1839 Modern day blacksmith bridegroom in 1839 clothing and broad Amish-style hat, photo in Provo by Starker.jpg",0273_image.jpg,,0373_image.jpg,
"0274-1839 Older woman in common dress, day cap and long apron. Little Dorrit.jpg",0274_image.jpg,,0374_image.jpg,
0275-1839 Samuel Bell fixed.jpg,0275_image.jpg,,0375_image.jpg,
"0276-1839-Portrait of a man by Nathaniel Jocelyn 1830, a miniature, hair, shirt collar, tie.jpg",0276_image.jpg,,0376_image.jpg,
0277-1840 + Corsets 6 -16.jpg,0277_image.jpg,,0377_image.jpg,
0278-1840 A Wagon driver.jpg,0278_image.jpg,,0378_image.jpg,
0279-1840 An overall example of men's better clothing of the mid-1800s with valise.jpg,0279_image.jpg,,0379_image.jpg,
0280-1840 Andrew Jackson unique double-lensl spectacles. - Portrait of Andrew Jackson (1840) - Google Art Project.jpg,0280_image.jpg,,0380_image.jpg,
0281-1840 Bettr dress clothing on Ezra & Henrietta Williams.jpg,0281_image.jpg,,0382_image.jpg,
"0282-1840 Edward Partridge Engraving, H. B. Hall & Sons, 1884; from drawing by unknown artist. .jpg",0282_image.jpg,,0383_image.jpg,
0283-1840 elegant Nauvoo couple folk art mural lynde m mott home.jpg,0283_image.jpg,,0384_image.jpg,
0284-1840 girl's dress with reticule.jpg,0284_image.jpg,,0385_image.jpg,
"0285-1840 gray felt topper with metal case, wallpaper-lined, Ontario Co. Hist. Soc.jpg",0285_image.jpg,,0386_image.jpg,
"0286-1840 Many kinds of children's clothing -Escape of the Pet Bird, Breckenridge Papers, Columbia, Missourit Hist Soc.jpg",0286_image.jpg,,0387_image.jpg,
"0287-1840 Reproduction clothing of authentic style for a historic site representing Nauvoo, Illinois Milton Backman 2.jpg",0287_image.jpg,,0389_image.jpg,
"0288-1840 Spanish riding hat with veil, and woman's topper for ensemble of riding habit, 'Godey's Lady's Book' 1848 p. 108.jpg",0288_image.jpg,,0390_image.jpg,
"0289-1840 women CHECKED WORK DRESS, FRANCE, c. 1840 Historical Fashion.jpg",0289_image.jpg,,0391_image.jpg,
"0290-1840 women lavendar work dress with apron, in museum.jpg",0290_image.jpg,,0392_image.jpg,
"0291-1840 women poor, from 1840s Poor Fashion Gdanscy menele, xix wiek on pinterest victorian .jpg",0291_image.jpg,,0393_image.jpg,
"0292-1840 women work dress back view, Maggie May Clothing.jpg",0292_image.jpg,,0394_image.jpg,
"0293-1840 women work dress, Maggie May Clothing.jpg",0293_image.jpg,,0395_image.jpg,
"0294-1840 work dresses, Dress Gown Wrapper Vibrant.jpg",0294_image.jpg,,0396_image.jpg,
"0295-1840 young Arthur John Price plaid boy dress,.jpg",0295_image.jpg,,0397_image.jpg,
"0296-1840- on. Emigrants of mixed origins gather in Plymouth, England to embark for America. 1840- on. This group in 1863 Cross 107 Church archives.jpg",0296_image.jpg,,0398_image.jpg,
0297-1840-50 Reversible smock on a Potato seller.jpg,0297_image.jpg,,0399_image.jpg,
0298-1840-50s Drawing of a naturalist.jpg,0298_image.jpg,,0400_image.jpg,
0299-1840-50s Fashionable men with wasp waists.jpg,0299_image.jpg,,0401_image.jpg,
0300-1840-60 Gardener with his child.jpg,0300_image.jpg,,0402_image.jpg,
"0301-1840-60 Women's Leghorn hat with feathers and ribbon, 1840s-1860s, Mr. Godey's Ladies.jpg",0301_image.jpg,,0402_image.jpg,
"0302-1840-60s Chemisette with collar and lace cuffs on engaeants, in Ernshaw.jpg",0302_image.jpg,,0403_image.jpg,
0303-1840-1880 Underwear women.jpg,0303_image.jpg,,0404_image.jpg,
"0304-1840s Boots from Manchester, England possibly all kangaroo, in costume galleries, Manchester, England (2).jpg",0304_image.jpg,,0405_image.jpg,
0305-1840s - 50s Various hats and coats on people on the street. Ca 1840s to 50s.jpg,0305_image.jpg,,0407_image.jpg,
"0306-1840s Alexander Neibaur, dentist in Nauvoo. Devon Hokanson model, Putnam 1840.jpg",0306_image.jpg,,0408_image.jpg,
"0307-1840s Better dress in bluer and green plaid made in 1840 style for Mary Brown Firmage Woodward, mission in Nauvoo mid 1990s, by Carma.jpg",0307_image.jpg,,0409_image.jpg,
"0308-1840s black satin necktie is Stock tie buttoned, jacquard with paisley print, Lyon Store Nauvoo 1849-50.jpg",0308_image.jpg,,0409_image.jpg,
"0309-1840s Brigham Young, earlier years, engraving from daguerreotype.jpg",0309_image.jpg,,0410_image.jpg,
0310-1840s childs red velvet jacket w lace described only on Carma's computer.jpg,0310_image.jpg,,0411_image.jpg,
"0311-1840s coal scuttle bonnet paisley shawl wool dress, CIU.jpg",0311_image.jpg,,0412_image.jpg,
"0312-1840s Dressing gown worn by Alec Guiness in ''Little Dorrit'' phto Snowdon, Sands film..jpg",0312_image.jpg,,0414_image.jpg,
0313-1840s English Riding Cap.jpg,0313_image.jpg,,0415_image.jpg,
"0314-1840s Girl in flounced blue dress on tinted Postcard, Getty Museum, CHRONICAL BOOKS.jpg",0314_image.jpg,,0416_image.jpg,
"0315-1840s Girl's calico dress, apron, pantalets 1840s.jpg",0315_image.jpg,,0417_image.jpg,
0316-1840s Girl's lace-up shoe Vienna.jpg,0316_image.jpg,,0418_image.jpg,
"0317-1840s Home-made dresses on young sisters, 1840s, Children of Young Republic in American Heritage April 1960.jpg",0317_image.jpg,,0419_image.jpg,
0318-1840s Husking Dance old Collier Encyc.jpg,0318_image.jpg,,0420_image.jpg,
0319-1840s Jedediah M. Grant with multicolored plaid Vest from two online images.jpg,0319_image.jpg,,0421_image.jpg,
0320-1840s Joseph Smith on horseback with old couple. Hopkinson.jpg,0320_image.jpg,,0422_image.jpg,
"0321-1840s Little girl dress 1840s Nauvoo modeled by Katherine Hamblin in CIU exhibit of General Store, 1994.jpg",0321_image.jpg,,0423_image.jpg,
"0322-1840s Little girl's white dress, much tucking.jpg",0322_image.jpg,,0424_image.jpg,
"0323-1840s Man's overcoat with quilted lining over regular coat, plate 449, Kybalova.jpg",0323_image.jpg,,0426_image.jpg,
0324-1840s Man's unlined linen frock coat for summer.jpg,0324_image.jpg,,0427_image.jpg,
0325-1840s Mary Fielding Smith.jpg,0325_image.jpg,,0428_image.jpg,
"0326-1840s on, Porcelain head doll with ringlets in red IN BB with description.jpg",0326_image.jpg,,0429_image.jpg,
"0327-1840s On. Cartwheel Hat, Wm. S. Mount.jpg",0327_image.jpg,,0430_image.jpg,
"0328-1840s on. Child's apron double layer tape tie, 19th c. CIU.jpg",0328_image.jpg,,0431_image.jpg,
"0329-1840s on. Men's or teen boys' strong boot-shoes from Jorgen Peter Block, by Carma.jpg",0329_image.jpg,,0432_image.jpg,
"0330-1840s Ruby ring for Phoebe Woodruff, MCHA.jpg",0330_image.jpg,,0433_image.jpg,
"0331-1840s Sailor boy Scrimshawed on whale's tooth c. 1840, boy holding ships ratlines, mystic seaport, '.jpg",0331_image.jpg,,0434_image.jpg,
0332-1840s Shaded spectacles and a sheer capelet MCHA 1840s.jpg,0332_image.jpg,,0435_image.jpg,
"0333-1840s sugar loaf hat of split straw for JS on his desk, Vermont, VC.jpg",0333_image.jpg,,0436_image.jpg,
"0334-1840s Three fine hats at Nauvoo grove, folk art LDS Archives.jpg",0334_image.jpg,,0437_image.jpg,
"0335-1840s to 60s. Jealousy and Flirtation, by Haynes King RBA, D. 1904, oil, V&A United States Public Domaine.jpg",0335_image.jpg,,0438_image.jpg,
0336-1840s Truant Discovered.jpg,0336_image.jpg,,0439_image.jpg,
"0337-1840s Wooden doll representing Queen Mary. wood carved in Lehi, 1840s dress by Carma, photo Ensign.jpg",0337_image.jpg,,0440_image.jpg,
"0338-1840s-50s Farmer's low-heeled boot, drawn after Wilson ''A History of Shoe Fashion''.jpg",0338_image.jpg,,0441_image.jpg,
"0339-1840s-50s Girl in sprigged calico, wc, c. 1850, artisr unkn, Art Mus Princeton U, Balken Collection, in Black and Lipman 'American Folk Painting'.jpg",0339_image.jpg,,0442_image.jpg,
"0340-1840s-50s Hand made Oxford Shoes, Rowley reproduced Oxfords man and women MCHA.jpg",0340_image.jpg,,0442_image.jpg,
"0341-1840s-50s Leather Bootee with elastic insertion & stacked French heel, rosette E Wilson.jpg",0341_image.jpg,,0442_image.jpg,
0342-1840s-50s Little boy of wealth wears a red dress near his toys.jpg,0342_image.jpg,,0443_image.jpg,
"0343-1840s-50s Matilda Price, sky blue dress-- see Children wealthy Birmingham Eng watercolor DUP.jpg",0343_image.jpg,,0444_image.jpg,
"0344-1840s-50s. Woman's Pocket of many cotton scraps, taupe binding, Community of Christ.jpg",0344_image.jpg,,0445_image.jpg,
"0345-1840s-60 Toddler's dress Pattern of a simple dress from dag. 1840-42, International Museum Phot. Geo. Eastman House #68.134.5.jpg",0345_image.jpg,,0446_image.jpg,
0346-1840s-60s Engageants from Ladies' Self Instructor R L Shep.jpg,0346_image.jpg,,0447_image.jpg,
"0347-1840s-60s Engageants, both, Ladies' Self Instructor R L Shep.jpg",0347_image.jpg,,0448_image.jpg,
"0348-1840s-60s Mourning dress for a boy, black soutache braid.jpg",0348_image.jpg,,0449_image.jpg,
"0349-1840s-60s Neckerchief of silk plaid of Alvin Winegar, Nauvoo, temple builder. Lynn Dial.jpg",0349_image.jpg,,0450_image.jpg,
"0350-1840s-60s School age boy shows his sister how he Whittle a stick, boy's longer hair, S G Goodrich.jpg",0350_image.jpg,,0451_image.jpg,
"0351-1840s-60s School boy's two-piece outfit , Godey's.jpg",0351_image.jpg,,0452_image.jpg,
0352-1840s-60s Shoes from 1840s through 60s. Oxford and Cutout bootee farmers mus cooperstown ny fancy bootee multi c E Wilson.jpg,0352_image.jpg,,0453_image.jpg,
0353-1840s-60s Teen girl with a Muff & bonnet. .jpg,0353_image.jpg,,0453_image.jpg,
"0354-1840s-65. Hinged parasol, folded flat in Street scene of theater goers, Paris fashion in Germany, flat fold parasol.jpg",0354_image.jpg,,0454_image.jpg,
"0355-1840s-70s Dressy shoes of mixed fabric, dull green, for girls, DUP, drawn by Weber.jpg",0355_image.jpg,,0455_image.jpg,
"0356-1840s-70s, Boy with Whimmy-diddle, color image.jpg",0356_image.jpg,,0456_image.jpg,
"0357-1840s-70s, Toddler's simple tucked dress 1852, Mr. Godey's Ladies.jpg",0357_image.jpg,,0457_image.jpg,
"0358-1840s-80s Calash rain protector in usually green silk, widely used as and folded flat after use, r.jpg",0358_image.jpg,,0458_image.jpg,
0359-1840s-90s toddler girl in red dress and pantaletes.jpg,0359_image.jpg,,0459_image.jpg,
"0360-1840s-90s Women's boots, not quite high enough to be called bootees, dark silk- text on original drawing by Carma.jpg",0360_image.jpg,,0459_image.jpg,
"0361-1842 Baby clothes worn by little Joseph Wilford, with mother, Phebe Carter Woodruff with J oil by Cambell . . . ; MCHA.jpg",0361_image.jpg,,0460_image.jpg,
0362-1842 Joseph picking flowers with little girl.jpg,0362_image.jpg,,0461_image.jpg,
"0363-1842 Joseph Smith III as a young boy, gouache on paper, from Steven Bule ''S M Nauvoo Profilist'' Church Archives.jpg",0363_image.jpg,,0462_image.jpg,
"0364-1842 Orrin Porter Rockwell 1842, color.jpg",0364_image.jpg,,0463_image.jpg,
0365-1843 Joseph Smith and Brigham Young top hats.jpg,0365_image.jpg,,0464_image.jpg,
"0366-1843 Kimball in Gift Cloak, shabby suit.jpg",0366_image.jpg,,0465_image.jpg,
0367-1844 Best bonnet and expensive shawl in Nauvoo folk art extract LDS Archives.jpg,0367_image.jpg,,0466_image.jpg,
"0368-1844 Boys' hats, Mrs. McCormick's General Store, by A. D. D. Browere 1844, NY St. Hist. Assoc., Cooperstown.jpg",0368_image.jpg,,0467_image.jpg,
"0369-1844 Joseph Smith brush drawing in Nauvoo by Sutcliff Maudsley, BYU Special Coll.jpg",0369_image.jpg,,0468_image.jpg,
0370-1844 Joseph Smith head by Florence Peterson Hansen in porcelain sharpen hair.jpg,0370_image.jpg,,0469_image.jpg,
"0371-1844 Middle class outfit for a wealthy farmer, ca. 1844. Calculating by Thomas Hicks, Amer, Mus Fine Arts, Boston, Karolik.jpg",0371_image.jpg,,0470_image.jpg,
"0372-1844-45 Joseph Smith Jr. His first and only daguerreotype, taken in Nauvoo, Illinois .jpg",0372_image.jpg,,0470_image.jpg,
"0373-1845 Anna Gould Craine and granddaughter Janette c. 1845, by Sheldon Peck, Aurora, IL, oil, P1.2001.52, from 'American Radiance'.jpg",0373_image.jpg,,0471_image.jpg,
"0374-1845 Common work clothing from painting, Dance of the Haymakers by William Sidney Mount, ca.1845. .jpg",0374_image.jpg,,0473_image.jpg,
"0375-1845 Gravestone cutter, Hugh Miller.jpg",0375_image.jpg,,0474_image.jpg,
0376-1845 Joseph Smith mannequin at Table.jpg,0376_image.jpg,,0475_image.jpg,
"0377-1845 Joseph Smith mannequin in Vermont Visitors Center during 1990s, all linen clothing finished.jpg",0377_image.jpg,,0478_image.jpg,
"0378-1845 Mourning, bonnet for John Taylor's little girl. In Taylor Home Nauvoo, photo by V. Clarke.jpg",0378_image.jpg,,0480_image.jpg,
"0379-1845 School boy of wealth with books sitting and studying, Hill and Adamson calotype.jpg",0379_image.jpg,,0481_image.jpg,
"0380-1845 Two young Children and dog by Matthew Prior, 1845, Old Sturbridge Village, Sturbridge, MA.jpg",0380_image.jpg,,0482_image.jpg,
0381-1845-60s Men's Silver cufflinks with insized flowers.jpg,0381_image.jpg,,0483_image.jpg,
"0382-1845-60s, A school boy wears green suit, fruit in hat.jpg",0382_image.jpg,,0484_image.jpg,
"0383-1846 Mexican campaign, private col. Jefferson Davis 1846, large straw hat, soldiers of the American Army, 1775-1954.jpg",0383_image.jpg,,0485_image.jpg,
"0384-1846- mid 60s, John Smith, Orson F. Whitney, life of Heber C. Kimball, SLC, Stevens & Wallace, Inc, 1945.jpg",0384_image.jpg,,0487_image.jpg,
0385-1846-47 Mormon Battalion accoutrements by Cap Cressup.jpg,0385_image.jpg,,0488_image.jpg,
"0386-1847 a wealthy girl giving money to poor girl Gernshine, 1850.jpg",0386_image.jpg,,0492_image.jpg,
"0387-1847 Beggar child, a detail. Cruikshank beggar child detail from internet.jpg",0387_image.jpg,,0493_image.jpg,
"0388-1847 Dressy trousers of cream cordoroy, French Fall for Docent David Phippen , MCHA.jpg",0388_image.jpg,,0494_image.jpg,
"0389-1847 Teen boy and grandmother wears hand-me-down clothes , button front placket, in 'Little Dorrit,' Photo Snowdon.jpg",0389_image.jpg,,0496_image.jpg,
"0390-1848 Alexander Hale Smith age 4 with Emma Hale Smith in mourning S. Maudsley, John Hyacek.jpg",0390_image.jpg,,0497_image.jpg,
"0391-1848 An ornate day cap with lappets, Presindia Lathrop Huntington Buell Smith Kimball, b. Sept. 7, 1810, Watertown, NY.jpg",0391_image.jpg,,0500_image.jpg,
0392-1848 Carpet bag made of real carpet from Little Dorrit.jpg,0392_image.jpg,,0501_image.jpg,
0393-1848 child in a blue dress with dog.jpg,0393_image.jpg,,0502_image.jpg,
"0394-1848 Fitted sweater knitted with ribs of alternate colors, red and white suggested,, Gody's Lady's magazine and book, 1848.jpg",0394_image.jpg,,0503_image.jpg,
"0395-1848 Middle class man. Derek Jacobi, Little Dorrit, p126b fig 9.jpg",0395_image.jpg,,0504_image.jpg,
"0396-1848 Welcoming home a well-dressed father, hand-colored litho, Nathaniel Courrier, 1848, Lib of Congress, (2).jpg",0396_image.jpg,,0505_image.jpg,
"0397-1848-58, adolescent girl carrying bonneet and basket-purse. Tinted postcard , Paul Getty Museum pub by Chronicler Books.jpg",0397_image.jpg,,0509_image.jpg,
0398-1849 Franklin D Richards IN BIG BOOK.jpg,0398_image.jpg,,0510_image.jpg,
0399-1849 Osmund & Eliza Shaw at marriage.jpg,0399_image.jpg,,0511_image.jpg,
0400-1849-51 Samuel W. Richards by Piercy 1851.jpg,0400_image.jpg,,0512_image.jpg,
"0401-1849, Cooks in a mining campof primitive daguerreotype in work clothes, man on right flour sack hat.jpg",0401_image.jpg,,0513_image.jpg,
"0402-1849, Mary Isabella Horne 5 of her children, Church Archives.jpg",0402_image.jpg,,0514_image.jpg,
"0403-1850 pink taffeta parasol belonged to the family of Joseph Lafayette Rawlins, native pioneer of DUP14121-002.jpg",0403_image.jpg,,0516_image.jpg,
"0404-1850 American woman's snug, cotton nightcap.jpg",0404_image.jpg,,0517_image.jpg,
0405-1850 Black family.jpg,0405_image.jpg,,0518_image.jpg,
0406-1850 black woman.jpg,0406_image.jpg,,0519_image.jpg,
"0407-1850 Boys Red cape with black tape decor from DUP by Margaret Weber, 1840 Nauvoo.jpg",0407_image.jpg,,0520_image.jpg,
"0408-1850 Deceased little boy on couch, c. 1850, sixth-size dag., courtesy Josephine Cobb, from 'The American Dag.'",0408_image.jpg,,0521_image.jpg,
"0409-1850 school boys in matching coats, wealthy brothers in drab green wool, by Ammi Phillips Amer. c.1850, Antiques handbook.jpg",0409_image.jpg,,0522_image.jpg,
0410-1850-60s Crinoline made of wire hoops arranged in graduated sizes held with vertical tapes. flat over front.jpg,0410_image.jpg,,0523_image.jpg,
"0411-1850-90s Pantalet edging of filet crochet, CIU.jpg",0411_image.jpg,,0524_image.jpg,
"0412-1850, best Corset of late 1850s with adjustable hooks, Mr. Godey's Ladies.jpg",0412_image.jpg,,0524_image.jpg,
"0413-1850, tiny girl in a Utah daguerreotype, internat'l fashion Danish,1850.jpg",0413_image.jpg,,0525_image.jpg,
"0414-1850+Fan of strong Black paper , used for mourning, , reverse has Chinese characters copied from Sung dynasty, CIU.jpg",0414_image.jpg,,0526_image.jpg,
0415-1850s boys in best clothes. American Heritage April 1960.jpg,0415_image.jpg,,0527_image.jpg,
"0416-1850s Adolescent girl in semi-sheer dress, 1850 Elizabeth Davies b. 1835, Carmarthenshire, Bliss Brimley Hansen.jpg",0416_image.jpg,,0528_image.jpg,
0417-1850s American baby bonnet 1850.jpg,0417_image.jpg,,0529_image.jpg,
"0418-1850s Baby bootie , Godey's Ladies Book.jpg",0418_image.jpg,,0531_image.jpg,
"0419-1850s Baby dress with soutache braid on cream delaine, could be peach for a girl, #WHi [X3] 35904, Severa (2) - Copy.jpg",0419_image.jpg,,0531_image.jpg,
"0420-1850s Boy's and girl's day clothes on the wealthy Bowden children, John Hoppner, Detroit Museum of Art.jpg",0420_image.jpg,,0532_image.jpg,
0421-1850s curly hair.jpg,0421_image.jpg,,0533_image.jpg,
"0422-1850s Dancing children , Lorie,.jpg",0422_image.jpg,,0534_image.jpg,
0423-1850s Home-made bonnet on Patty Bartlett Sessions in old age.jpg,0423_image.jpg,,0535_image.jpg,
0424-1850s John Taylor's portrait an in 1850s hair and clothingyoung very light.jpg,0424_image.jpg,,0537_image.jpg,
0425-1850s Linen doll came across the plains in short gown .jpg,0425_image.jpg,,0540_image.jpg,
"0426-1850s MOM, BABY Mrs. Tipton Neel wears lovely accessories.l",0426_image.jpg,,0541_image.jpg,
0427-1850s Mourning day cap of ruched ribbons with black velvet bands on back section. Ca. Mid-1800s. Godey.jpg,0427_image.jpg,,0542_image.jpg,
"0428-1850s on. Fiber bag for marketing is crocheted with wool plaid shawl, LDS Historical Sites.jpg",0428_image.jpg,,0543_image.jpg,
0429-1850s on. Night bonnet is used only for sleeping.jpg,0429_image.jpg,,0544_image.jpg,
"0430-1850s Parley P. Pratt, LDS Apostle and missionary .jpg",0430_image.jpg,,0545_image.jpg,
"0431-1850s Quilted petticoat of glazed cotton, 4 views.jpg",0431_image.jpg,,0547_image.jpg,
0432-1850s Quilted pioneer petticoat Utah 1850s alpacca wool.jpg,0432_image.jpg,,0548_image.jpg,
"0433-1850s Rebecca Burlend Chicago The Lakeside press, R.R. Donnelley & Sons Co. from A TRUE PICTURE OF IMMEGRATION.jpg",0433_image.jpg,,0549_image.jpg,
0434-1850s Summer nightgown Met Museum.jpg,0434_image.jpg,,0559_image.jpg,
"0435-1850s Sunglass spectacles with a metal case for protection, ca. mid -1800s.donor Abbie H Wells, #11342-002 DUP.jpg",0435_image.jpg,,0560_image.jpg,
"0436-1850s Teen dress with self piping and cartridge pleating. ,Cord waist, hand sewn, State Historical of Louisiana.jpg",0436_image.jpg,,0561_image.jpg,
0437-1850s Toddler boy in dress and pantalets with hat.jpg,0437_image.jpg,,0562_image.jpg,
"0438-1850s Toddler's speckled stockings and double-tied shoes, Wm Matt. Prior ca. 1850 Nat'l Gallery Washington D.C",0438_image.jpg,,0563_image.jpg,
0439-1850s Toddler's dress of patchwork pieces Cross p 87.jpg,0439_image.jpg,,0564_image.jpg,
0440-1850s William Crisp Wilding from Staffordshire Family Search on Internet.jpg,0440_image.jpg,,0565_image.jpg,
"0441-1850s woman in day dress with baby, quilting. Labor of love, L. Mott, oil, Jane Sneider Richards 1850s.jpg",0441_image.jpg,,0569_image.jpg,
"0442-1850s Women's hairstyles, ear braids, bun braids.jpg",0442_image.jpg,,0570_image.jpg,
0443-1850s-60s snood holds long hair in back. Louisa Molt.jpg,0443_image.jpg,,0571_image.jpg,
0444-1850s-60s Men's summer linen clothing. John Van Cott white suit.jpg,0444_image.jpg,,0574_image.jpg,
"0445-1850s-60s Skeleton suit, add a growth ring, p104d.jpg",0445_image.jpg,,0575_image.jpg,
0446-1850s-60s toddler's best calico dress in red with white cord.jpg,0446_image.jpg,,0577_image.jpg,
"0447-1850s-60s Woman's medium-toned cape of knee length has black fringe, Mr. Godey's Ladies.jpg",0447_image.jpg,,0580_image.jpg,
"0448-1850s-60s, Crocheted silk purse of Eliza R Snow #1182 DUP.jpg",0448_image.jpg,,0581_image.jpg,
"0449-1850s-90s, Blue and white brocaded silk satin ribbo Donor Lynn Kent.9 DUP 14121-025.jpg",0449_image.jpg,,0582_image.jpg,
"0450-1850s-90s, Victorian summer reticule bag repro Jeannete Woolf 2006 from original.jpg",0450_image.jpg,,0584_image.jpg,
"0451-1850s, Girl's plaid hood or bonnet, has checkered wool interlining, Fairview Museum, Utah.jpg",0451_image.jpg,,0585_image.jpg,
"0452-1850s, Simple long baby dress for boy or girl made of drawstrings in back bodice and sleeves, MA, purchased CIU, now in BYU.jpg",0452_image.jpg,,0586_image.jpg,
"0453-1850s, teen dress bodice in plaid hand stitched, Fairview Museum , Utah.jpg",0453_image.jpg,,0589_image.jpg,
"0454-1850s, wealthy teen girl's bonnet detail internet under girl's bonnets 1850.jpg",0454_image.jpg,,0590_image.jpg,
"0455-1850s, Wilfred woodruff and his own hair sample broach.jpg",0455_image.jpg,,0591_image.jpg,
"0456-1851 Elaborate Nightgown in linen cambric, newest style 1851 , for a trousseau, Mr. Godey's Ladies.jpg",0456_image.jpg,,0593_image.jpg,
"0457-1851Orson Pratt engraving 1853, un-moire.jpg",0457_image.jpg,,0594_image.jpg,
"0458-1852, Adolescent girl's summer dress of eyelet embroidered bodice and sleeves with long sash fine muslin 1852, Mr. Godey's Ladies.jpg",0458_image.jpg,,0596_image.jpg,
"0459-1853 Fancy indoor day cap with lapets, and outdoor straw bonnet with ribbons, Ladies' Self Insturctor 1853, R L Shep.jpg",0459_image.jpg,,0597_image.jpg,
0460-1853 Lorenzo Snow by Piercy.jpg,0460_image.jpg,,0598_image.jpg,
"0461-1853 Lucy Mack Smith by F. Piercy, Route from Liverpool.jpg",0461_image.jpg,,0600_image.jpg,
0462-1853 Orson Hyde daguereotype.jpg,0462_image.jpg,,0602_image.jpg,
"0463-1853 spring bonnet is woven in fancy colored straw , silk gauze ribbon, blush roses inside Mr. Godey's Ladies.jpg",0463_image.jpg,,0603_image.jpg,
