Original File name/description,File name,,Used images (as of 2/26),Unused images (as of 2/26)
0720-Wool plaid dress entirely made by husband.jpg,0720_image.jpg,,,
0721-Working women 1850s.jpg,0721_image.jpg,,,
0722-Workmen in dirty clothing cleaning sewer.jpg,0722_image.jpg,,,
0723-woven hair and Mary Ann Stearns Pratt 1833-1912 website httpwww.findagrave.comcgi-binfg.cgipage=gr&GRid=38687,0723_image.jpg,,,
"0724-Wrapper dress 1860, orig., hat woven Cuban palm leaf, black pioneer.jpg",0724_image.jpg,,,
"0725-x 1840s-60s Over-blouse worn with daytime dress enhancement,canazou. L Instructor, R L Shep.jpg",0725_image.jpg,,,
"0726-x 1849-1854. Bathsheba Bigler Smith 1849-1854, from V B Olson 'Sister Saints,' p. 201.jpg",0726_image.jpg,,,
"0727-x 1850 Mourning mother and child, American dag., c. 1850, Collection B. & N. Newhall, Rochester NY, from Newhall Hist.jpg",0727_image.jpg,,,
"0728-X 1850 WORK Auction of livestock in America, rich and poor, altered from Grafton trades and occupations.jpg",0728_image.jpg,,,
"0729-X 1850 WORK Levi Strauss, Bavarian, fabric dealer, 1850 San Francisco, from ''The Forty-Niners'' Time Life Books.jpg",0729_image.jpg,,,
"0730-x 1850S COUPLE Urban German buying western American pioneer lands, 1850s, Frederic Troutman, article MHR 1983.jpg",0730_image.jpg,,,
"0731-x 1850s late, Julia Ann Baird married Tipton S. Neel.jpg",0731_image.jpg,,,
0732-x 1850s Martha Spence from Ireland.jpg,0732_image.jpg,,,
"0733-x 1850s wedding dress bodice. Fabric made sleeves for smaller dress with smaller skirt, Fairview Museum. photo by Carma.jpg",0733_image.jpg,,,
"0734-x 1850s Well-to-do settler woman, possibly Leonora Cannon Taylor, three quarters.jpg",0734_image.jpg,,,
0735-x 1850s-60s FAMILY Emigrants from many countries launch from Liverpool new.jpg,0735_image.jpg,,,
0736-x 1855 to 65 daydress gauze with black and white one inch ribbon rouching.jpg,0736_image.jpg,,,
0737-x 1860 dress 4 rust.jpg,0737_image.jpg,,,
0738-x Child pioneers fash. show BYU Cost. Soc. of Amer (2).jpg,0738_image.jpg,,,
"0739-x COUPLE, WORKING English chair-seat maker with wife bringing rushes to him.jpg",0739_image.jpg,,,
"0740-x Girl, Pioneer girl, woolen hood and capelet, repro Mimi H, CIU.jpg",0740_image.jpg,,,
"0741-X Girl's school 1840s, penmanship and kneedlework training for unobtrusive roles, History of America.jpg",0741_image.jpg,,,
"0742-x Henry Maiben, an actor in the old Utah Theater, ancestor of Lorie Davis.jpg",0742_image.jpg,,,
"0743-x Trouser pocket on drab cordoroy, showing pocket acces, CIU.jpg",0743_image.jpg,,,
0744-x Truant Discovered.jpg,0744_image.jpg,,,
0745-X WORK Cowboys 1840-80s from thelastbestwest.com,0745_image.jpg,,,
"0746-x1850s Hannah Daniels, wife of Thomas Job, spectacles, source Elwyn and Faris Peterson, in Brimley ''Book of Thomas Job''.jpg",0746_image.jpg,,,
"0747-Y 1850 Pharmacist, Henry Brewer, mixes medicines 1850 Daguer. in America, Newhall.jpg",0747_image.jpg,,,
"0748-Y 1850s Huge, plaid silk tie on Sam Houston, huge bow tie.jpg",0748_image.jpg,,,
0749-Y 1858 Joseph F. Smith 15.jpg,0749_image.jpg,,,
0750-Y American policeman arresting a criminal. Both wear box coats - Am Antiquarium Society WMASS.jpg,0750_image.jpg,,,
"0751-Y Hats of hunters and gentlemen farmersdetail of The Herald in the Country, W S Mount, 1853, 'W S M Works in the Collection'.jpg",0751_image.jpg,,,
"0752-Y Quaker young man, ca. 1850 in buttonless coat and Quaker hat, after C. W. Trout.jpg",0752_image.jpg,,,
"0753-Y1850-1870 George A Smith's wig, 2 shots.jpg",0753_image.jpg,,,
0754-z 1850 Couples Reverend Charles Grandison Finney and wife.jpg,0754_image.jpg,,,
0755-z 1850s FAMILY Julius and Fanny Brookes Jewish in SLC Huntington Library U Cal Berkley.jpg,0755_image.jpg,,,
"0756-z 1850s Family Ambrotype, family unidentified, #4 children, without cover, W Mike Nielson.jpg",0756_image.jpg,,,
0757-z 1851 FAMILY Orson & Sarah Pratt family.jpg,0757_image.jpg,,,
"0758-z 1852 Boott Cotton Mills postcard, Boston hand-colored wood engravi ng from Gleason's Pictorial, Lowell MA Right half (2).jpg",0758_image.jpg,,,
"0759-z 1852 Family group, children's belts, Charleston Museum MK 11 ambrotype 1850-52, Severa, Charleston Museum, Charleston SC.jpg",0759_image.jpg,,,
"0760-z 1853 FAMILY Heber C. Kimball, Christeen Golden Kimball, his wife and family, 1853, daugher Cornelia by Kate B. Carter, 1967.jpg",0760_image.jpg,,,
0761-z 1857 COUPLE Wedding pictures of Welsh Dr. Ezra Williams c. 1860 wife Electa Barney.jpg,0761_image.jpg,,,
"0763-z Family group in common clothing, sunburned, ambrotype 1859, Joseph Covais, Severa Wisc. Hist Soc, Madison.jpg",0762_image.jpg,,,
filename.xls,filename.xls,,,
"CUSTOM IMAGE - Women's underwear - Corset.  For costume #78. Created by Brayden, downloaded from pinterest.",0763_image.jpg,,,
"CUSTOM IMAGE - Family portrait of parents and 8 children. Created by Brayden, downloaded from Wikimedia. ",0764_image.jpg,,,
"CUSTOM IMAGE - Clothing of nurse, little girl and baby. For costume #82. Created by Brayden, downloaded from http://www.thomason-photography.net/CBML/large-81.html",0765_image.jpg,,,
"CUSTOM IMAGE - Sister in upper middle-class family with younger brothers. For costume #85. Created by Brayden, Downloaded from Rijksmuseum",0766_image.jpg,,,
"CUSTOM IMAGE - 1820 street-seller-birds-nest-henry-mayhew-c13856-62-v.jpg. For costume 88, created by Adam, downloaded from https://www.bl.uk/victorian-britain/articles/the-working-classes-and-the-poor",0767_image.jpg,,,
"CUSTOM IMAGE - Reversible smock on a potato farmer in America or Britain, ca.1775 - 1850. Created by Adam, unfound online, stripped from pdf",0768_image.jpg,,,
"0769_-1800s-1860 - front fall opening  skylarbuy.ga, how to fasten.jpg",0769_image.jpg,,,
"0770_4 girls 1825, from Google.jpg",0770_image.jpg,,,
"0771_4 girls 1825, Google.jpg",0771_image.jpg,,,
0772_1800 child peasant boy.JPG,0772_image.JPG,,,
"0773_1800 family 8 kids, wealthy.JPG",0773_image.JPG,,,
"0774_1800 peasant child grape picker, Vendangeuse by William-Adolphe Bouguereau.JPG",0774_image.JPG,,,
0775_1800 peasant children by Luigi Bechi of Florence.JPG,0775_image.JPG,,,
0776_1800-1820 wealthy little boy_s suit.JPG,0776_image.JPG,,,
0777_1800s-1820s poor children 1800s.JPG,0777_image.JPG,,,
0778_1820 +Children_s corsets.JPG,0778_image.JPG,,,
"0779_1820 Self Portrait by and of Rolinda Sharples. Hair a mass of curls, mom in sheer indoor cap.JPG",0779_image.JPG,,,
0780_1820 Self Portrait by and of Rolinda Sharples.jpg,0780_image.jpg,,,
0781_1820-8~1.JPG,0781_image.JPG,,,
"0782_1820-40 man_s Red wool cape, Ontario County Hist Soc, Canandaigua, NY, photo Carma.jpg",0782_image.jpg,,,
0783_1820-1829  Male waist cincher front and back.JPG,0783_image.JPG,,,
0784_1823 Francesco Hayez- The Yorck Project _ Jean Auguste D. Ingres .jpg,0784_image.jpg,,,
0785_1823 Francesco Hayez- The Yorck Project.JPG,0785_image.JPG,,,
0786_1823 Ruffled collar and sheer linen cap on Elizabeth Albree Brooks.JPG,0786_image.JPG,,,
0787_1823 teen and boys.JPG,0787_image.JPG,,,
0788_1824-25 winter walking and carriage dresses.jpg,0788_image.jpg,,,
0789_1825 hair and hat _ daycap.jpg,0789_image.jpg,,,
0790_1825-2~1.JPG,0790_image.JPG,,,
"0791_1825, brother and sister plus girl_s red bonnet.jpg",0791_image.jpg,,,
"0793_1827, Young woman by Joseph Karl Stieler, forum.alexanderpalace.org, strobl.JPG",0792_image.JPG,,,
"0795_1828 man_s coat, shirt, cravatt and hair.JPG",0793_image.JPG,,,
0796_1828 man_s shirt cravatt and high coat collar.JPG,0794_image.JPG,,,
0797_1829 Regina Daxenberger by Joseph Karl Stieler.JPG,0795_image.JPG,,,
"0798_1830s woman_s moderate ballgown, National Trust.JPG",0796_image.JPG,,,
"0799_1925, Thomas Lawrence, Duchess Marie-Caroline Barry.JPG",0797_image.JPG,,,
0800_Carlton Waist Cincher for men.JPG,0798_image.JPG,,,
0801_Fashion plate 1826-Colorized.jpg,0799_image.jpg,,,
0802_from painting of the decade.JPG,0800_image.JPG,,,
"0803_Men_s basic shirt _ high collar, whole page.JPG",0801_image.JPG,,,
"0805_x 1800s, Early decade women_s evening gowns.jpg",0802_image.jpg,,,
"0807_x 1820 women Morning and evening dresses, summer .JPG",0803_image.JPG,,,
"0808_x 1820-29 Family eating in Cafe, French painting John James Chalon.JPG",0804_image.JPG,,,
"0809_x 1820s dresses, slightly lower waistline, wide shoulders, A-line skirt, plain or fancy.JPG",0805_image.JPG,,,
0810_x 1820s families.JPG,0806_image.JPG,,,
"0811_x 1820s small child_s dresses, Pinterest.jpg",0807_image.jpg,,,
"0813_x 1820s women simple dress, pink cotton, the MET, 1827 yellow silk, LACM.jpg",0808_image.jpg,,,
0814_x 1823 Evening dress _ walking dress with big hat.JPG,0809_image.JPG,,,
0815_x 1823 middle class man and woman.JPG,0810_image.JPG,,,
"0816_X 1824, woman_s voluminous curls _ 1829 Regina in blue.jpg",0811_image.jpg,,,
"0817_x 1825 Mother and child, by Fran‡ois Kinson, folk art boy in skeleton suit by Granger.jpg",0812_image.jpg,,,
"0818_X 1827 bonnets, Nordiska museet as part of the Europeana Fashion collaboration.JPG",0813_image.JPG,,,
0819_x 1827 extreme fashion plate.JPG,0814_image.JPG,,,
0820_x 1828 fashion seaside _ riding.JPG,0815_image.JPG,,,
"0821_x 1829 World of fashion May, 3 women , Wikimedia Commons.jpg",0816_image.jpg,,,
0822_x Children 1820s.JPG,0817_image.JPG,,,
"0823_x Day gowns of 1822 France , lwes Arts Decoratifs.jpg",0818_image.jpg,,,
0824_x1820s Women High fashion by year.JPG,0819_image.JPG,,,
0825_X1822-~1.JPG,0820_image.JPG,,,
"0828_z 1700s-1860s. Pockets on ribbon tie, Old Sturbridge Village, wear under apron or dress.jpg",0821_image.jpg,,,
0829_z 1820 _ 22 men long frockcoats.jpg,0822_image.jpg,,,
"0830_z 1820 man sells bird_s nests on street, public domain.JPG",0823_image.JPG,,,
0832_z 1820-29  Poor class working couple.JPG,0824_image.JPG,,,
0833_z 1820-29 middle class mom and kids.JPG,0825_image.JPG,,,
"0834_z 1820-40 Tweed Cutaway coat, Breeches, orange Cravatt, top hat on dummy _ Scottish hunting outfit.jpg",0826_image.jpg,,,
0835_z 1820s man working class.JPG,0827_image.JPG,,,
0836_z 1820s working man and woman.JPG,0828_image.JPG,,,
0838_z 1821 _ 1828 MEN Romantic Era.jpg,0829_image.jpg,,,
0839_z 1825 _ 27 men_s complete attire.jpg,0830_image.jpg,,,
"0840_z 1825 WOMEN, maid servant.JPG",0831_image.JPG,,,
"0841_z 1825s Men Paris Mode, plate 74 - Paris Mode, baloon pants.jpg",0832_image.jpg,,,
"0842_z 1826-27 MEN, tiny waist, shorter tails, fuller trousers, exaggerated tophat,.jpg",0833_image.jpg,,,
0844_1828 Amalie Adlerberg by Joseph Karl Stieler  on forumalexanderpalaceorg.JPG,0834_image.JPG,,,
0846_x 1820 women in short-gowns 95th-rifles co uk.JPG,0835_image.JPG,,,
"0847_x 1820s women common print dress, gathered waist, the MET and more.jpg",0836_image.jpg,,,
"0848_z  1820 working men and women cold weather,from.95th-rifles co uk.JPG",0837_image.JPG,,,
"0849_z  1828 -29, American and British.jpg",0838_image.jpg,,,
0850_z 1820 Working woman with wheelbarrow 95th-rifles co uk.JPG,0839_image.JPG,,,
"0851_z 1820s working women,95th-rifles co uk.JPG",0840_image.JPG,,,
0852_1827 ornate day cap dress shawlSarah Stanton Blake by Chester Harding worcesterart org.JPG,0841_image.JPG,,,
0853_Toddler smock New England 1820-50 grey-tan gingham with blue drawstring neck Collection W.jpg,0842_image.jpg,,,
"0843-1 1870  baby dress, straight sleeves, scaloped hem.JPG",0843_image.JPG,,,
"0844-1 Farmers in Work smocks, all 1800s.JPG",0844_image.JPG,,,
"0845-1Hannah Cullwick, a maid of 1874 .jpg",0845_image.jpg,,,
0846-2 1860-80s  Tip Girls unload mine refuse from rail cars.  Wales.JPG,0846_image.JPG,,,
0847-2 1870 baby dress for girl or boy. Kentucky Kindred Genealogy.JPG,0847_image.JPG,,,
0848-2 1870 Working men Bookworm Mama Co saved to Novel Inspo.JPG,0848_image.JPG,,,
0849-2.5 1860-90 Yorkshire girls collect fishbait. Victorian Working Women.jpg,0849_image.jpg,,,
0850-3 1870 working man views monument.JPG,0850_image.JPG,,,
"0851-3 1872 Milk woman, from Victorian Working Women.JPG",0851_image.JPG,,,
"0852-3 Elaborate Victorian Infant outfit, 1870s.JPG",0852_image.JPG,,,
0853-4 1870 Working women.JPG,0853_image.JPG,,,
0854-4 Five  laboring men of 1870s.JPG,0854_image.JPG,,,
"0855-4 Kate Greenaway style for girls, 1870s, from netclipart.com, children vintage, download free.JPG",0855_image.JPG,,,
0856-4.5 Washerwomen 1860s to 1890s.JPG,0856_image.JPG,,,
0857-5  ice cream ad 1870's J. Gravenstine Ice Cream Pavilion Children Toy Sailboat .JPG,0857_image.JPG,,,
0858-5 1870 A Skilled Workman wears a plaid shirt and bib- overalls with tools.JPG,0858_image.JPG,,,
"0859-5 Dresses early 1870  from OUT OF STYLE, Betty Kreisel Shubert.jpg",0859_image.jpg,,,
0860-5.5 1860s - 70s working men.JPG,0860_image.JPG,,,
"0861-6  Fashion Plate of an 1876 Gentleman's magazine May 3  3 men, 1 boy, interesting hats.JPG",0861_image.JPG,,,
0862-6 1870 boy's suit  Kelsie Sawyer saved to A Doll House Inspiration.JPG,0862_image.JPG,,,
0863-6 Three late 1870 dresses from OUT OF STYLE.jpg,0863_image.jpg,,,
0864-7 1870 Men Fashion Plate 2.JPG,0864_image.JPG,,,
"0865-7 Bodices of early 1870s with fuller skirts, kids heads, Joan L Severa.JPG",0865_image.JPG,,,
"0866-7.5 Early 1870s, Women of middle & upper classes.jpg",0866_image.jpg,,,
"0867-8 1870 boy's ensemble,  front and back. like one at MET. (2).JPG",0867_image.JPG,,,
0868-8 1870s Men's  sports outfits top.jpg,0868_image.jpg,,,
0869-9   A Norfolk Jacket on an adolescent boy. cfa.ilstu.edu,0869_image.jpg,,,
"0870-9 1879, men, middle class clothing, from Wikiwand, Bat Masterson, Lawman.JPG",0870_image.JPG,,,
0871-9 A boy of 1870s in suit with _ length trousers. New York Pub Lib digital collection.JPG,0871_image.JPG,,,
0872-9 Mother and daughter in early 1870s. Fashion Institute of Technology.JPG,0872_image.JPG,,,
"0873-9.2 1876, young boy of wealthy family.jpg",0873_image.jpg,,,
0874-9.3 Three Children of Dublin in mid-1870s clothing.JPG,0874_image.JPG,,,
0875-9.4 Upper-class children's clothes from a fashion magazine.JPG,0875_image.JPG,,,
0876-9.6 1Children's fashion in France from Journal of young ladies and young men. Ca. 1873.jpg,0876_image.jpg,,,
"0877-10 1870 African-American gentleman, A record for this resource appears in Orbis, the Yale University Library catalog.portrait of man with mutton chop whiskers, in frock coat.JPG",0877_image.JPG,,,
0878-10 1870 plaid girl's dress.JPG,0878_image.JPG,,,
"0879-10 Simple day dress in 3 tones of rose, early 1870s.s",0879_image.jpg,,,
"0880-10.2 1870, Girls' dresses from La Mode Illustree.JPG",0880_image.JPG,,,
0881-10.5 More mid to later 1870s girls' dresses.jpg,0881_image.jpg,,,
"0882-10.8 Five girls of wealth,1874 from The Queen, Bron's muse,.jpg",0882_image.jpg,,,
"0883-11 Fashion plate of men's overcoats 1870s Men, Outerwear.JPG",0883_image.JPG,,,
0884-11 upper class dress with bustle 1875- USE FOR MAIN PIX PAGE!.JPG,0884_image.JPG,,,
"0885-12 Evening gown of taupe and Rose, mid-1870s.jpg",0885_image.jpg,,,
0886-12 Karl G. Maeser.JPG,0886_image.JPG,,,
0887-13  Mid-1870s girl's dress with pick-up bustle poof and underskirt.JPG,0887_image.JPG,,,
"0888-13 Martin Harris, colorized 1875.JPG",0888_image.JPG,,,
0889-13 Two Ball Gowns of Mid 1870s.JPG,0889_image.JPG,,,
0890-13.5 Blue and green evening dress ca 1876.JPG,0890_image.JPG,,,
0891-14 1870 wedding dress from livemaster.ru Russia.JPG,0891_image.JPG,,,
"0892-14 1870s family, indistinct.JPG",0892_image.JPG,,,
"0893-15 Benjamin F. Johnson right, cf Joel Hills Johnson hymn writer with brothers, from Benjamin F. Johnson, by E. Dale LeBaron.jpg",0893_image.jpg,,,
"0894-15 Two walking dresses of the wealthy, later 1870ss.JPG",0894_image.JPG,,,
0895-15.5 1877 French fashions from Harper's Bazaar.JPG,0895_image.JPG,,,
"0896-16  1870 Silhouettes, narrower skirts, longer bodices.JPG",0896_image.JPG,,,
"0897-16 England, George Palmer, master tailor, English, and son, wooden leg, 1870.jpg",0897_image.jpg,,,
0898-16.5 1870s Men's hair and facial hairstyless.JPG,0898_image.JPG,,,
0899-16.5 African American middle-class women 1870s.JPG,0899_image.JPG,,,
"0900-16.6 mid to late 1870s hat, plaid jacket .jpg",0900_image.jpg,,,
"0901-16.8 Lady's long jacket with feminized top hat, ca. 1877.jpg",0901_image.jpg,,,
"0902-16.9 Middle-class maternity dress, ca. 1876.JPG",0902_image.JPG,,,
0903-17  Neat hair and well-trimmed -John Winegar.jpg,0903_image.jpg,,,
0904-18 John Knight's hair combed into a toop curl .jpg,0904_image.jpg,,,
0905-19 Typical fuller beard and mustache of older men. Osmund Broad Shaw.jpg,0905_image.jpg,,,
0906-20 Hair and tie on Peter Hanson Peterson.jpg,0906_image.jpg,,,
0907-20 maternity smock & skirt 1870.JPG,0907_image.JPG,,,
"0908-21 1870-1890 Bathing costumes, FIDM Museum httpsblog.fidmmuseum.org devoted to the exhibition and interpretation of dress and textiles,.JPG",0908_image.JPG,,,
"0909-21 White beard and mustache on Serge Louis Baliff, affluent family of pietis traditions, converted 1852, later president of Swiss-German Misison.jpg",0909_image.jpg,,,
0910-22 Bloomer Girls.JPG,0910_image.JPG,,,
0911-22 George A. Smith wearing a wig1850-1870 2 shots.jpg,0911_image.jpg,,,
"0912-23  Boots of Brigham Young, probably kid skin with uppers of sheep skin, Presidents of the Church p.jpg",0912_image.jpg,,,
0913-23 1870 headdresses and hairstyles by Bloshka.JPG,0913_image.JPG,,,
0914-24 1870 women hairstyles from geriwalton.jpg,0914_image.jpg,,,
"0915-24 A Wooden leg made by John Rowe Moyle  came from Cornwall, England, 1856, Edmund Elshworth Handcart Co., stonemason, DUP.jpg",0915_image.jpg,,,
"0916-24.5 Martha Hughes, short hair 1870s.jpg",0916_image.jpg,,,
"0917-24.5 Martha Mattie Hughes, doctor, senator.JPG",0917_image.JPG,,,
0918-25 Glamorous woman's hairstyle.JPG,0918_image.JPG,,,
"0919-25.5Fashionable hairstyles for Women and girls, 1876.JPG",0919_image.JPG,,,
0920-26 1870s Mourning hair swatches and neck wrap.jpg,0920_image.jpg,,,
0921-27 1870 tall bonnets for women  Pinterest thepragmaticcostumer.wordpress.com,0921_image.jpg,,,
0922-28 1876 bonnets.JPG,0922_image.JPG,,,
"0923-29 1870 Bonnets and Bodices from Frank Leslie's ladies Magazine, Pinterest.jpg",0923_image.jpg,,,
0924-29.5 1870 Layers of women's dress.JPG,0924_image.JPG,,,
"0925-31, one piece women's under-garment pattented for health and comfort. 1875. Smithsonian Magazine, Jan 2021.JPG",0925_image.JPG,,,
"0926-31.5 1879 Women's Union Suit part of a new wave of convenience wear. Smithsonian JANUARY 19, 2021.JPG",0926_image.JPG,,,
"0927-32 Cage Crinoline eliptical, 1865 - 1875 from Patterns of Time.JPG",0927_image.JPG,,,
"0928-33 1870s crinoline with hooped bustle, ageofantiquity.jpg",0928_image.jpg,,,
0929-34 1870s high fashion underwear.JPG,0929_image.JPG,,,
0930-1870 boys outfits from Victoriana.com,0930_image.jpg,,,
0931-1870s brothers in sailor suits from VictorianEra.com,0931_image.jpg,,,
0932-A 1870s African American Children.JPG,0932_image.JPG,,,
"0933-B Teen orphans old enough to do manual work, 1860-1920.JPG",0933_image.JPG,,,
0934-C 1870 poor French children from Wikimedia.JPG,0934_image.JPG,,,
0935-Corsets ca. 1870s.jpg,0935_image.jpg,,,
"0936-D 1870, boys worked 10 hour days during industrial revolution .  gwentuinman.jpg",0936_image.jpg,,,
0937-E 1870s. Young girl worker in a textile mill during Industrial Revolution.  gwentuinman.jpg,0937_image.jpg,,,
"0938-F Lower-middle-class children in public school, 1870s. From State Library of NSW, Australia.JPG",0938_image.JPG,,,
0939 _0 1880 2X4 small late bustle.jpg,0939_image.jpg,,,
"0940 _1 , Comparitive profiles of 1880s - 1890s women's dresses.JPG",0940_image.JPG,,,
"0941 _1 1880 Fashion plate for boys and teens, NY Pub. Lib digital collection.JPG",0941_image.JPG,,,
0942 _1 1882 Men Fashion Plate.JPG,0942_image.JPG,,,
0943 _2 1880s'  clothing catalog with boys' clothes.  .JPG,0943_image.JPG,,,
0944 _2 1885 Wedding suit Philidelphia Museum of Art.JPG,0944_image.JPG,,,
0945 _2 June 1880 -  from walking dresses to evening gowns.JPG,0945_image.JPG,,,
"0946 _3 1882, boy on Garden Bench, detail, by James Tissot at Artrenewal.JPG",0946_image.JPG,,,
0947 _3 1885 Dignified man in suit.JPG,0947_image.JPG,,,
0948 _3 Elegant visiting dress of 1886.JPG,0948_image.JPG,,,
"0949 _4 1880s nicely dressed  African American children from International Center of Photography Museu - [Jeff, George, Oliver, and Lillie Wayes , .JPG",0949_image.JPG,,,
"0950 _4 1885, Baseball uniform on pitcher Dan Casey. NYPL Digital Gallery, Ernest Thayer wrote poem Casey at the Bat.  public domain.JPG",0950_image.JPG,,,
"0951 _4 Mid 1880s Women, from JoAnne Olian 80 Godey's Full Color Fashion Plates. Amazon Books.JPG",0951_image.JPG,,,
"0952 _5 1888, women, middle and upper-class, Fashion plate from Journal des Demoiselles.JPG",0952_image.JPG,,,
"0953 _5 Brothers in matching suits,  middle class, ca. 1880.JPG",0953_image.JPG,,,
"0954 _5 Lawman and gunfighter, Wyatt Earp, Wiki. ca. 1880s, .JPG",0954_image.JPG,,,
"0955 _6 Bustles of 1888, from ww1.au-fil-du-temps.JPG",0955_image.JPG,,,
0956 _6 Mid-1800s children clothing.JPG,0956_image.JPG,,,
"0957 _7 1880 Men's hairstyles, facial hair, and hat styles.JPG",0957_image.JPG,,,
0958 _7 1880 Woman's Riding habit.JPG,0958_image.JPG,,,
"0959 _7 Little Lord Fauntleroy suits, late 1880s to 1930s, Library of Congress.JPG",0959_image.JPG,,,
0960 _8 1880 Couple in fine clothing.JPG,0960_image.JPG,,,
"0961 _8 1886 women in hunting and riding outfits, Norfolk JacketsLPinterest.JPG",0961_image.JPG,,,
0962 _8 1888 James Joyce age 6.JPG,0962_image.JPG,,,
0963 _9 1880 Middle-class Couple  in formal portrait at studio.JPG,0963_image.JPG,,,
"0964 _9 1880, Boy, Albert Einstein, age 5.JPG",0964_image.JPG,,,
"0965 _9 1889-93, women's walking suitbrown felted wool with black soutache braid and astrakhan trim, labelledJohn Redfern & Sons, 242 Rue de Rivoli Pari - Copy.JPG",0965_image.JPG,,,
0966 _10 1880 young couple in California.JPG,0966_image.JPG,,,
"0967 _10 Boy 5 years old in skirt 1887, France, Grands Magasins du Louvre. Public Domain.JPG",0967_image.JPG,,,
0968 _11 1880 women hairstyles from Belle Epoch Magazine.JPG,0968_image.JPG,,,
"0969 _12 1880 bonnets from The Queen, The Ladies Newspaper, Dec 1880, top half.JPG",0969_image.JPG,,,
"0970 _13 Colorful 1880 bonnets, from Bon Ton Magazine, Pinterest.JPG",0970_image.JPG,,,
0971 _15 Corsets 1880 -- 1895.JPG,0971_image.JPG,,,
0972 _16 1880s Ladies Drawers catalog Photo by CharmaineZoe on flickr.JPG,0972_image.JPG,,,
"0973 _17 1885 bustles, Lotta and Langtry, Victoriana Magazine online.jpg",0973_image.jpg,,,
"0974 _18 1885 bustles, Victoriana Magazine.JPG",0974_image.JPG,,,
"0975 _19 1885 women's embroidered footware, Paris. LACMA Image Library. Public domain.JPG",0975_image.JPG,,,
"0976 _20 Sewing Machine for housewife, 1880s on saved by zazzle.com.JPG",0976_image.JPG,,,
"0977 _21 Iron heated by filling with hot coals,  s-media-cache-ak0.pinimg.com, all decades of 1800s.JPG",0977_image.JPG,,,
"0978 _1880 Girl in plaid dress with 4 flounces on skirt. Grand Rapids Historical Commission, plaid, 4 flounces, long curls.JPG",0978_image.JPG,,,
"0979 _1880 girl's dress with narrow inset lace and wide lace flounces displays wealth of family. from Museu Nacional do Traje e da Moda, Portugal.JPG",0979_image.JPG,,,
"0980 _1880 working girls Oyster shuckers,  saved by RetroGraphicGallery, sold by Etsy.JPG",0980_image.JPG,,,
0981 _1880-90 Wanted  Sundance Kid.JPG,0981_image.JPG,,,
0982 _1880s Poor-class one room apartment avictoriancom.JPG,0982_image.JPG,,,
"0983 _1880s Working class family, three boys.JPG",0983_image.JPG,,,
"0984 _1881 1881 Children, middle to upper-class. The Young Ladies' Journal July 81.JPG",0984_image.JPG,,,
0985 _1881 Children's dresses. Young Ladies Journal.JPG,0985_image.JPG,,,
"0986 _1883 Dodge City Kansas Peace committion, .JPG",0986_image.JPG,,,
"0987 _1883 Little girl in expensive dress with lace, ca. 1883.JPG",0987_image.JPG,,,
"0988 _1885, Girls of wealthy families at the beach.  Pinterest, from a Spanish advertisement.JPG",0988_image.JPG,,,
"0989 _1886 Bustled fashions for girls, a fashion plate, GrandsMagasinDuLaSamaritaineSaionDEte1886page23a, public domain.JPG",0989_image.JPG,,,
0990 _1886 girls of wealth plus woman.JPG,0990_image.JPG,,,
"0991 _1887- Postcard of Harriet Tubman, husband Nelson Davis,  daughter Gertie Davis, Natl Mus. of Afric Amer Hist & Culture.JPG",0991_image.JPG,,,
"0992 _1889, working cowboy & bandit , Butch Cassidy.jpg",0992_image.jpg,,,
0993 _Casey at the Bat.JPG,0993_image.JPG,,,
"0994 _Genuine Antique Christening gown of 1880, from Etsycom.JPG",0994_image.JPG,,,
"0995 _Girl's dresses ca. 1880 from catalog, bottom.JPG",0995_image.JPG,,,
"0996 _Girls & Women working in Cotton Mill, 1880s.JPG",0996_image.JPG,,,
"0997 _Infant of 1880s from a cabinet card, albumen print  from photosmadeperfect.JPG",0997_image.JPG,,,
"0998 _Male pioneers of 1880, Nuckols & Robertson donated by Frances lowrey Brasher. Pinterest.JPG",0998_image.JPG,,,
"0999 _Mary fields, 1888 Stagecoach Driver, from silhouettescostumes.com, American West.jpg",0999_image.jpg,,,
"1000 _Middle class girls, ideas for clothing 1880 (2).JPG",1000_image.JPG,,,
1001 _Professional iron-heating stove.JPG,1001_image.JPG,,,
"1002 _Railroad workers all 1880s, Pinterest Dorien Grey saved to Echoes of Beauty Lost 16.JPG",1002_image.JPG,,,
1003 _Riding side saddle.JPG,1003_image.JPG,,,
1004 _Scapegraces 1880 Vintage original 19th century (1880) engraving by Henry Hall of painting by J. G. Brown. Rights to Padre Art.JPG,1004_image.JPG,,,
1005 _Women workers at  Bryant and May match factory 1888 went on strike over working conditions.JPG,1005_image.JPG,,,
1006 _Working-Class family 1880s  from gettyimages.jpg,1006_image.jpg,,,
.JPG,1007_image.JPG,,,
"1825, women's coat and warm overdress.  Gold stripe  from Met Museum, Red coat of  Marchesa Florenzi.jpg",1008_image.jpg,,,
1830 - `35 Best Dresses with shorter hem length...common best dresses from FIDM Museum & Library.jpg,1009_image.jpg,,,
"1830 gray raincoat, & plaid dress on Patty Sessions, midwife.jpg",1010_image.jpg,,,
1830 - 1870s. Slippers for ladies...shoe pix joined.jpg,1011_image.jpg,,,
